ai_task,base_model,hardware,cloud_region,dataset_size,epochs,carbon_footprint,training_time,performance_score,failure_risk
Speech Recognition,GPT-3.5,NVIDIA A100,us-east-1,2861,35,150,65,88.2,Low
Computer Vision,ViT-Base,TPU v4,eu-west-3,1141,12,150,8.1,91.4,Low
Computer Vision,BERT-base,NVIDIA A100,eu-west-3,1947,15,150,27.7,82.4,Medium
NLP,BERT-base,NVIDIA A100,eu-west-1,2445,33,150,41.3,86.1,Low
Computer Vision,GPT-3.5,TPU v4,eu-west-1,218,29,65.5,12.2,88.6,Low
Recommendation,GPT-3.5,TPU v4,eu-west-1,1878,21,150,65,95.6,Low
Computer Vision,ResNet-50,CPU,eu-west-3,1153,29,25.5,65,67.5,High
Computer Vision,ViT-Base,NVIDIA A100,us-west-2,2503,29,150,65,96.6,Low
Speech Recognition,BERT-large,TPU v4,us-west-2,607,32,150,30.2,92.6,Low
Recommendation,BERT-base,NVIDIA V100,ap-southeast-1,383,24,61.8,5.3,83.2,Medium
Computer Vision,GPT-3.5,TPU v4,us-east-1,3187,30,150,65,90.5,Low
Speech Recognition,ResNet-101,NVIDIA V100,ap-southeast-1,1460,4,78.2,12.4,86,Low
NLP,ResNet-101,NVIDIA V100,us-east-1,1851,25,150,65,81.3,Medium
Speech Recognition,ViT-Base,NVIDIA A100,ap-southeast-1,1761,15,150,23.8,87.2,Low
Speech Recognition,ResNet-50,NVIDIA A100,eu-west-3,1357,34,150,65,92.8,Low
Computer Vision,ResNet-50,TPU v4,us-east-1,2474,26,150,65,89.4,Low
NLP,ResNet-101,CPU,ap-southeast-1,642,23,28.1,65,76.8,High
Speech Recognition,ResNet-101,TPU v4,eu-west-3,597,12,33.7,7.2,96.7,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,eu-west-3,815,33,62.5,27.7,81.4,Medium
Recommendation,ResNet-101,TPU v4,ap-southeast-1,1139,35,150,65,92.9,Low
Speech Recognition,ResNet-101,TPU v4,us-east-1,566,32,150,10.3,97,Low
Computer Vision,ResNet-101,TPU v4,eu-west-3,3175,9,150,36.7,86.4,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,eu-west-3,1827,9,49.4,27.2,91.6,Low
Speech Recognition,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,891,27,133.2,47.1,89,Low
NLP,GPT-3.5,CPU,eu-west-3,1818,24,38.2,65,79.6,High
Recommendation,GPT-3.5,CPU,eu-west-3,103,24,5,11.9,75.2,High
Speech Recognition,ResNet-101,CPU,us-east-1,1887,25,72.5,65,79.4,High
Computer Vision,BERT-large,NVIDIA A100,us-west-2,2283,21,150,63.9,90.2,Low
Speech Recognition,BERT-large,TPU v4,us-west-2,861,6,24,3,91.7,Low
Computer Vision,ResNet-101,NVIDIA V100,eu-west-1,1432,18,150,65,85.4,Low
NLP,ResNet-101,NVIDIA V100,us-east-1,2954,8,150,62,95.6,Low
Computer Vision,BERT-base,CPU,us-west-2,362,29,8.4,65,67.4,High
Recommendation,ResNet-50,NVIDIA A100,us-east-1,1056,18,120,25.7,82.9,Medium
Speech Recognition,GPT-3.5,NVIDIA V100,us-west-2,2860,33,150,53.9,87.1,Low
Computer Vision,BERT-large,NVIDIA V100,us-west-2,1440,14,53.7,22.1,91,Low
Recommendation,GPT-3.5,NVIDIA A100,us-west-2,1579,19,123.1,65,89.8,Low
Recommendation,BERT-base,NVIDIA RTX 4090,us-east-1,1029,18,150,33.6,85.1,Low
NLP,ResNet-101,TPU v4,us-east-1,244,20,59.2,7.4,96.8,Low
Speech Recognition,ResNet-50,TPU v4,ap-southeast-1,860,21,110.4,13.7,91.3,Low
NLP,BERT-large,NVIDIA RTX 4090,us-west-2,2724,3,79.3,14.6,85.7,Low
Recommendation,BERT-base,CPU,eu-west-1,2572,4,15.8,61.1,71.6,High
Computer Vision,ResNet-50,TPU v4,eu-west-3,174,8,12.2,3,92.9,Low
Recommendation,ResNet-101,NVIDIA A100,us-east-1,1211,28,150,30.5,81.2,Medium
NLP,ResNet-101,CPU,eu-west-1,843,16,30.9,65,68.1,High
Computer Vision,ResNet-50,NVIDIA A100,ap-southeast-1,2512,4,46.1,19.4,94.5,Low
Computer Vision,ResNet-101,NVIDIA A100,us-west-2,622,35,150,43.3,95.1,Low
Recommendation,ResNet-101,NVIDIA RTX 4090,us-west-2,1796,29,150,65,87.8,Low
Speech Recognition,ViT-Base,NVIDIA A100,us-west-2,2963,27,150,65,90.4,Low
Recommendation,ResNet-101,NVIDIA RTX 4090,eu-west-3,2851,31,150,65,79.8,Medium
NLP,ResNet-50,TPU v4,us-west-2,1200,3,18.6,5.3,97,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,ap-southeast-1,2522,27,150,65,85.8,Low
Recommendation,ViT-Base,CPU,us-east-1,1054,13,35,62,65.6,High
Computer Vision,ViT-Base,NVIDIA A100,eu-west-3,506,28,48.4,24,96,Low
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-3,2371,29,150,65,91.7,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,us-east-1,1123,22,128.7,43.9,84.4,Medium
Computer Vision,ResNet-101,CPU,eu-west-3,3450,23,129.6,65,66,High
Speech Recognition,ResNet-50,NVIDIA V100,eu-west-3,2779,27,150,65,80.5,Medium
Computer Vision,BERT-base,NVIDIA V100,us-east-1,2326,26,150,65,81.5,Medium
Recommendation,BERT-base,NVIDIA RTX 4090,eu-west-3,882,27,150,49.2,91.4,Low
Recommendation,ResNet-50,NVIDIA A100,us-west-2,433,34,124.1,11.8,89.9,Low
Computer Vision,ResNet-50,NVIDIA V100,us-west-2,1678,15,150,15.3,88,Low
Recommendation,GPT-3.5,NVIDIA RTX 4090,us-west-2,2813,15,150,65,84.2,Medium
Computer Vision,GPT-3.5,TPU v4,us-east-1,2310,19,150,65,91.8,Low
NLP,BERT-large,NVIDIA A100,us-east-1,1774,9,68.1,50.7,87.1,Low
NLP,ResNet-101,CPU,eu-west-3,1620,4,18.6,21.9,83.3,High
Recommendation,ResNet-101,CPU,us-west-2,2027,8,30.7,44,65,High
Computer Vision,BERT-large,TPU v4,us-east-1,2763,4,133.8,16.4,88.2,Low
Computer Vision,ResNet-50,NVIDIA V100,eu-west-1,2698,15,80.1,27.5,82.5,Medium
Computer Vision,BERT-large,TPU v4,ap-southeast-1,1722,20,150,16.1,95.2,Low
NLP,ResNet-101,CPU,us-west-2,881,8,16.8,17.4,72,High
Speech Recognition,BERT-base,NVIDIA A100,us-west-2,1679,25,150,65,87.1,Low
Computer Vision,BERT-base,CPU,us-east-1,1092,18,19.4,53,68.4,High
Computer Vision,ResNet-101,CPU,us-east-1,972,33,45.5,65,67.3,High
Speech Recognition,GPT-3.5,NVIDIA A100,us-west-2,787,5,15.8,7.1,96.2,Low
NLP,BERT-large,TPU v4,eu-west-1,2018,29,150,65,97,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,ap-southeast-1,771,34,148,18.5,93.1,Low
Computer Vision,BERT-base,NVIDIA RTX 4090,ap-southeast-1,128,17,15.9,3,89.1,Low
Recommendation,ResNet-101,TPU v4,eu-west-3,122,12,9.3,3,95.9,Low
Recommendation,BERT-base,CPU,eu-west-1,142,35,6,10.6,80,High
Recommendation,BERT-base,NVIDIA V100,eu-west-1,2975,11,150,65,82.2,Medium
Speech Recognition,BERT-base,TPU v4,eu-west-3,2253,3,85.7,10.6,94.8,Low
NLP,BERT-large,CPU,eu-west-3,189,21,5,19.4,75.5,High
NLP,BERT-large,NVIDIA V100,eu-west-1,804,21,150,50.3,84.4,Medium
Recommendation,ResNet-101,CPU,ap-southeast-1,2696,26,116.3,65,71,High
Speech Recognition,BERT-base,CPU,us-west-2,140,4,5,3,65,High
Computer Vision,ResNet-101,NVIDIA RTX 4090,eu-west-1,123,29,11.1,5.8,83,Medium
NLP,BERT-base,CPU,ap-southeast-1,1567,11,18.8,65,67.1,High
Computer Vision,ResNet-101,NVIDIA V100,ap-southeast-1,1862,11,75.2,40.6,83.7,Medium
Speech Recognition,GPT-3.5,NVIDIA A100,ap-southeast-1,2252,35,150,65,89.6,Low
Computer Vision,BERT-base,NVIDIA RTX 4090,ap-southeast-1,559,32,105.7,45.9,86.8,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,eu-west-1,557,18,85,33.9,82.8,Medium
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-3,1261,21,150,49.4,92.5,Low
Speech Recognition,GPT-3.5,CPU,us-east-1,2464,4,9,26.4,69.7,High
Recommendation,ViT-Base,NVIDIA RTX 4090,us-west-2,290,6,11.9,4.2,83.3,Medium
NLP,BERT-large,NVIDIA V100,eu-west-3,536,7,29.5,14.1,89.5,Low
NLP,GPT-3.5,NVIDIA RTX 4090,us-east-1,210,7,5,3,92.7,Low
Recommendation,GPT-3.5,CPU,eu-west-3,2163,4,25.5,52.3,72.8,High
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-1,2240,4,33,10.6,80.1,Medium
Speech Recognition,BERT-base,NVIDIA V100,ap-southeast-1,1436,25,141.9,34.6,82.5,Medium
Recommendation,GPT-3.5,NVIDIA V100,eu-west-3,1247,17,59.6,65,76.1,Medium
Recommendation,ViT-Base,NVIDIA RTX 4090,us-west-2,1765,34,150,65,90.5,Low
Recommendation,BERT-base,CPU,us-west-2,2128,35,81,65,68.4,High
Speech Recognition,ResNet-50,CPU,us-west-2,268,21,14.1,23.2,66.7,High
Speech Recognition,GPT-3.5,NVIDIA V100,eu-west-1,1741,33,150,65,80.7,Medium
Speech Recognition,ResNet-50,NVIDIA RTX 4090,us-east-1,701,35,145.1,54.5,85,Medium
Recommendation,ResNet-101,NVIDIA RTX 4090,us-east-1,287,14,39.8,9.4,95.6,Low
Computer Vision,ResNet-50,NVIDIA A100,us-west-2,1952,21,150,51.6,83.8,Medium
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-3,1827,28,150,65,86,Low
NLP,ResNet-50,CPU,eu-west-1,2203,29,83,65,75.6,High
NLP,GPT-3.5,TPU v4,eu-west-1,1113,6,31.6,7.2,95.5,Low
Computer Vision,ResNet-101,NVIDIA A100,ap-southeast-1,774,30,129.4,43.3,84.3,Medium
Recommendation,ViT-Base,CPU,ap-southeast-1,271,33,10.3,20,66.7,High
Recommendation,BERT-large,CPU,eu-west-3,1859,34,95.1,65,65.5,High
Speech Recognition,ViT-Base,NVIDIA V100,ap-southeast-1,2955,8,150,31.9,88.1,Low
Recommendation,ViT-Base,NVIDIA A100,us-west-2,1722,28,150,65,91.4,Low
Speech Recognition,ViT-Base,NVIDIA A100,us-west-2,2683,14,150,65,94.1,Low
Speech Recognition,ResNet-50,CPU,ap-southeast-1,2643,24,45.6,65,73.8,High
Speech Recognition,ResNet-50,NVIDIA V100,ap-southeast-1,1560,25,150,61.2,85.6,Low
Recommendation,ResNet-101,NVIDIA V100,us-west-2,240,35,76.8,29.2,82.6,Medium
Speech Recognition,GPT-3.5,CPU,us-east-1,847,7,11.1,25.4,72.1,High
NLP,ResNet-50,CPU,us-west-2,2099,19,33.8,65,65.6,High
NLP,BERT-large,CPU,eu-west-3,2143,23,142.9,65,74.5,High
NLP,ViT-Base,NVIDIA A100,us-west-2,2736,35,150,65,89.4,Low
Speech Recognition,ViT-Base,CPU,us-west-2,766,23,14.7,65,75.4,High
NLP,BERT-large,CPU,eu-west-1,1868,18,57.1,65,72.5,High
Recommendation,ResNet-101,NVIDIA RTX 4090,us-west-2,2879,35,150,65,81.9,Medium
Speech Recognition,ResNet-50,NVIDIA RTX 4090,eu-west-3,2971,17,150,65,88.2,Low
NLP,BERT-large,CPU,ap-southeast-1,2923,5,10.2,65,72.7,High
NLP,ResNet-101,NVIDIA A100,us-west-2,2407,3,38.7,20.7,86.2,Low
NLP,ViT-Base,TPU v4,us-west-2,2076,31,150,65,89.1,Low
NLP,BERT-base,NVIDIA A100,us-west-2,2469,29,150,65,94.2,Low
Speech Recognition,ViT-Base,TPU v4,eu-west-1,2146,29,150,60.9,94.1,Low
Recommendation,BERT-large,CPU,ap-southeast-1,1677,35,122.5,65,65,High
Computer Vision,ResNet-101,NVIDIA A100,eu-west-3,412,33,138.1,15.4,91.2,Low
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-1,2522,32,150,47,82.5,Medium
NLP,BERT-large,NVIDIA RTX 4090,ap-southeast-1,902,21,150,20.3,87.6,Low
Computer Vision,BERT-large,NVIDIA V100,us-east-1,769,3,20.4,3,92.4,Low
Computer Vision,GPT-3.5,NVIDIA RTX 4090,eu-west-3,3496,9,150,37.3,87.8,Low
Speech Recognition,ViT-Base,TPU v4,eu-west-3,756,17,150,14.3,90.9,Low
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-3,949,17,146.7,11.1,87.2,Low
Computer Vision,ResNet-101,NVIDIA V100,eu-west-3,2989,22,150,65,89.1,Low
Recommendation,ResNet-50,NVIDIA RTX 4090,eu-west-3,147,19,6.4,3,91,Low
Speech Recognition,BERT-large,NVIDIA RTX 4090,eu-west-3,1754,9,57.9,11.8,87.7,Low
Speech Recognition,ResNet-50,TPU v4,us-east-1,309,23,31.3,12.4,90,Low
NLP,ViT-Base,NVIDIA RTX 4090,eu-west-1,234,28,38.6,15.8,93.7,Low
Speech Recognition,ViT-Base,TPU v4,ap-southeast-1,1067,19,150,35.3,90.4,Low
Computer Vision,ResNet-50,NVIDIA V100,eu-west-3,212,5,5.7,3.2,92.1,Low
Recommendation,BERT-large,NVIDIA RTX 4090,eu-west-1,1061,5,30.7,4.1,88.9,Low
Recommendation,BERT-base,NVIDIA V100,us-west-2,500,15,52.1,18.4,85.4,Low
Computer Vision,ResNet-101,NVIDIA V100,us-west-2,1716,28,150,65,83.7,Medium
Speech Recognition,BERT-large,CPU,eu-west-1,802,10,15.1,57.2,65.5,High
NLP,ResNet-101,CPU,us-east-1,436,26,21.1,41.2,79.3,High
Computer Vision,BERT-base,CPU,eu-west-1,1138,33,50.5,65,77.5,High
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-1,3370,35,150,65,89.9,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,eu-west-1,2887,6,139.5,39.9,78.2,Medium
Recommendation,GPT-3.5,NVIDIA V100,ap-southeast-1,2784,8,150,53,86.1,Low
Speech Recognition,ResNet-50,NVIDIA V100,us-west-2,1988,34,150,65,83.2,Medium
Computer Vision,GPT-3.5,NVIDIA RTX 4090,us-west-2,2582,34,150,65,89.2,Low
NLP,ResNet-50,NVIDIA A100,us-east-1,689,27,58.4,23.8,93.9,Low
Speech Recognition,BERT-base,TPU v4,ap-southeast-1,2700,8,150,29.8,89.1,Low
NLP,ResNet-50,NVIDIA V100,eu-west-3,965,34,150,17.7,89.9,Low
Recommendation,ViT-Base,CPU,us-west-2,1518,35,84.2,65,71.2,High
Speech Recognition,GPT-3.5,NVIDIA A100,eu-west-3,984,21,150,64.2,87.2,Low
Speech Recognition,ResNet-101,TPU v4,us-east-1,447,33,150,31.1,90,Low
NLP,ViT-Base,NVIDIA V100,eu-west-3,1459,13,145.6,49.4,86.8,Low
NLP,ResNet-50,CPU,us-east-1,2741,15,77.9,65,77.7,High
Speech Recognition,BERT-large,CPU,eu-west-1,2233,12,33.2,65,72.3,High
NLP,ResNet-101,CPU,eu-west-1,2619,26,43.7,65,76.4,High
Computer Vision,GPT-3.5,NVIDIA V100,ap-southeast-1,2930,33,150,65,79.9,Medium
Computer Vision,BERT-large,NVIDIA V100,eu-west-3,777,10,92.7,7.9,82.8,Medium
Recommendation,ResNet-101,CPU,ap-southeast-1,1074,4,8.2,22.4,77.4,High
Recommendation,BERT-large,NVIDIA A100,eu-west-1,2717,12,150,65,95.3,Low
NLP,ResNet-50,CPU,eu-west-1,2827,27,117.7,65,66.7,High
Recommendation,ResNet-50,CPU,eu-west-1,1183,8,13,27,71.3,High
Recommendation,BERT-base,NVIDIA V100,eu-west-1,200,11,13.1,3,86.7,Low
Recommendation,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,2950,9,128.8,65,79.6,Medium
Computer Vision,ResNet-101,NVIDIA A100,us-east-1,3541,31,150,65,87.1,Low
Computer Vision,ResNet-50,NVIDIA A100,us-east-1,3061,14,150,65,85.4,Low
NLP,BERT-base,TPU v4,eu-west-3,2919,31,150,55.5,97,Low
Speech Recognition,ViT-Base,NVIDIA A100,ap-southeast-1,2833,23,150,53.7,88.9,Low
Computer Vision,ViT-Base,NVIDIA A100,eu-west-1,981,11,88,14.1,88.8,Low
Computer Vision,ViT-Base,NVIDIA A100,us-east-1,1753,13,72.6,57.4,88.8,Low
Recommendation,ResNet-50,NVIDIA V100,ap-southeast-1,1907,32,150,65,78,Medium
Computer Vision,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,3217,21,150,65,88,Low
Computer Vision,ViT-Base,NVIDIA V100,eu-west-1,468,34,24,27.8,82.3,Medium
NLP,ResNet-50,CPU,eu-west-1,2169,23,23.7,65,71.6,High
NLP,ResNet-101,CPU,us-west-2,921,22,34.4,65,72,High
Recommendation,GPT-3.5,CPU,us-east-1,300,25,15.5,45.8,70.1,High
NLP,BERT-base,NVIDIA RTX 4090,ap-southeast-1,581,17,95.8,28.2,95.8,Low
Speech Recognition,GPT-3.5,NVIDIA V100,us-west-2,539,14,51.5,12.5,80.8,Medium
Computer Vision,GPT-3.5,NVIDIA V100,us-west-2,1316,21,150,26.8,83.9,Medium
Recommendation,ResNet-50,NVIDIA RTX 4090,us-west-2,105,32,8.1,7.4,78.2,Medium
NLP,ResNet-50,NVIDIA V100,eu-west-1,565,14,72.5,19.2,84.4,Medium
Computer Vision,BERT-base,NVIDIA V100,us-east-1,3444,27,150,65,88.9,Low
Computer Vision,BERT-large,CPU,us-east-1,3216,5,34.6,65,74.4,High
Recommendation,BERT-large,NVIDIA V100,eu-west-1,1380,26,150,65,88.7,Low
Speech Recognition,ResNet-50,CPU,us-east-1,590,19,9.3,50.9,76.1,High
Recommendation,ResNet-50,TPU v4,ap-southeast-1,2808,21,150,53.4,86.2,Low
Recommendation,ResNet-101,TPU v4,eu-west-1,305,16,22.8,10.7,88,Low
Recommendation,ResNet-101,CPU,eu-west-3,1148,14,47.6,65,66.7,High
Recommendation,BERT-base,TPU v4,eu-west-1,2585,22,150,65,92.1,Low
NLP,ResNet-101,NVIDIA A100,us-east-1,1960,5,75.7,18.3,94.4,Low
Speech Recognition,ViT-Base,TPU v4,us-east-1,1557,26,150,65,93,Low
Recommendation,ResNet-50,NVIDIA A100,us-west-2,2010,27,150,65,91.6,Low
NLP,GPT-3.5,NVIDIA RTX 4090,us-west-2,2208,12,134.3,21.9,91,Low
NLP,ViT-Base,TPU v4,us-east-1,1231,34,145.1,29.5,96.6,Low
Computer Vision,BERT-base,TPU v4,eu-west-1,1126,31,150,37,95.4,Low
Speech Recognition,ResNet-50,NVIDIA RTX 4090,ap-southeast-1,2649,12,150,24.5,89.3,Low
Speech Recognition,BERT-large,TPU v4,us-west-2,2528,23,150,65,93.2,Low
Recommendation,BERT-base,NVIDIA RTX 4090,ap-southeast-1,2798,27,150,65,83.7,Medium
Computer Vision,BERT-base,NVIDIA A100,eu-west-3,2242,19,150,37.4,88.6,Low
Speech Recognition,ViT-Base,CPU,eu-west-1,2093,24,93.2,65,76.5,High
NLP,ViT-Base,NVIDIA A100,eu-west-3,736,12,82.4,9.7,96.1,Low
Speech Recognition,BERT-large,CPU,us-east-1,1493,31,144.8,65,72.3,High
Speech Recognition,ViT-Base,NVIDIA V100,us-west-2,2489,3,46.8,16.4,81.2,Medium
Recommendation,ResNet-50,TPU v4,us-west-2,2891,30,150,65,88.9,Low
NLP,ViT-Base,NVIDIA A100,eu-west-3,1246,27,150,56.3,97,Low
Recommendation,BERT-large,NVIDIA A100,ap-southeast-1,2320,15,150,65,88.1,Low
Speech Recognition,ResNet-50,NVIDIA A100,us-west-2,2298,34,150,62.9,89.5,Low
NLP,GPT-3.5,NVIDIA RTX 4090,us-west-2,2269,11,80.4,17.4,80.4,Medium
Computer Vision,ResNet-50,TPU v4,us-east-1,1124,3,40.7,5.1,89.6,Low
Speech Recognition,ResNet-101,NVIDIA RTX 4090,ap-southeast-1,1656,18,150,64.4,79.9,Medium
Recommendation,BERT-large,NVIDIA A100,us-west-2,1046,34,150,46,81.3,Medium
Speech Recognition,ViT-Base,NVIDIA RTX 4090,eu-west-1,2839,34,150,65,92.1,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,us-west-2,1435,23,150,33.5,83,Medium
Computer Vision,BERT-base,NVIDIA RTX 4090,eu-west-1,1954,23,150,54.8,92.3,Low
Speech Recognition,GPT-3.5,NVIDIA A100,us-east-1,397,4,18.2,3,94.6,Low
Recommendation,ViT-Base,CPU,ap-southeast-1,911,3,7.3,6,69.9,High
Speech Recognition,ResNet-101,NVIDIA V100,us-west-2,1396,12,112,41.7,91,Low
Recommendation,BERT-base,NVIDIA V100,us-west-2,2712,9,150,45.8,75.1,Medium
NLP,ResNet-101,TPU v4,ap-southeast-1,547,15,99.9,21.3,92.3,Low
NLP,ViT-Base,NVIDIA V100,us-west-2,480,28,26,33,87.8,Low
NLP,BERT-large,NVIDIA A100,us-east-1,908,30,150,17.6,88.7,Low
NLP,BERT-large,TPU v4,eu-west-1,1819,14,76.5,42.2,97,Low
NLP,BERT-large,NVIDIA RTX 4090,us-west-2,2589,28,150,65,90,Low
NLP,BERT-large,NVIDIA A100,eu-west-3,2243,27,150,41.2,94.5,Low
Recommendation,ViT-Base,NVIDIA A100,us-east-1,688,7,19.7,4.6,83.5,Medium
Recommendation,ViT-Base,NVIDIA V100,us-west-2,2431,3,66.5,15.9,88.6,Low
Recommendation,BERT-large,TPU v4,ap-southeast-1,2791,10,150,65,85.6,Low
Recommendation,GPT-3.5,CPU,us-east-1,1889,4,10.1,27.4,77.3,High
Computer Vision,BERT-large,CPU,ap-southeast-1,1839,22,26.3,65,72,High
Computer Vision,BERT-large,NVIDIA RTX 4090,ap-southeast-1,1789,24,150,39.6,91.5,Low
NLP,ViT-Base,CPU,ap-southeast-1,2874,19,51.1,65,72,High
Speech Recognition,BERT-base,NVIDIA A100,ap-southeast-1,162,6,5,3,90.8,Low
Computer Vision,BERT-large,TPU v4,ap-southeast-1,3463,13,150,65,90.2,Low
Speech Recognition,ViT-Base,NVIDIA A100,us-west-2,232,17,31.3,8.8,87.2,Low
Computer Vision,BERT-large,TPU v4,eu-west-3,890,25,150,36.1,95.8,Low
Computer Vision,ResNet-50,NVIDIA RTX 4090,eu-west-1,193,15,9.5,3,86.2,Low
Computer Vision,ResNet-101,CPU,us-west-2,651,9,5,25.8,70.7,High
Recommendation,ResNet-50,TPU v4,eu-west-3,1429,35,150,65,89.5,Low
NLP,ResNet-50,NVIDIA V100,eu-west-3,2402,16,150,65,91.2,Low
Recommendation,BERT-base,NVIDIA A100,us-west-2,2435,4,26.6,20.5,90.6,Low
Computer Vision,BERT-base,CPU,eu-west-3,2905,16,34.2,65,76.3,High
Recommendation,BERT-base,NVIDIA A100,eu-west-3,2137,26,150,54.5,85.7,Low
NLP,ViT-Base,CPU,ap-southeast-1,1160,29,90.6,65,69.5,High
Recommendation,BERT-large,CPU,eu-west-3,1355,19,48.8,65,65,High
NLP,BERT-base,TPU v4,us-west-2,2495,21,150,20.3,96.7,Low
Computer Vision,ViT-Base,CPU,us-east-1,3330,10,47.8,65,71.4,High
Computer Vision,ViT-Base,CPU,us-east-1,1442,22,73.1,65,73.7,High
Speech Recognition,BERT-large,NVIDIA V100,us-east-1,1968,17,143,39,80,Medium
NLP,ResNet-50,NVIDIA RTX 4090,eu-west-1,652,29,88.9,46.9,91.4,Low
NLP,GPT-3.5,NVIDIA A100,eu-west-1,2318,34,150,65,94.5,Low
NLP,GPT-3.5,NVIDIA V100,us-west-2,1645,10,51.7,23.3,86,Low
Speech Recognition,BERT-base,NVIDIA RTX 4090,us-west-2,678,35,150,16.6,87.2,Low
Speech Recognition,GPT-3.5,NVIDIA V100,ap-southeast-1,2038,3,74.2,17,86.3,Low
Speech Recognition,BERT-base,TPU v4,eu-west-1,2706,19,150,47.1,95.9,Low
NLP,BERT-large,TPU v4,ap-southeast-1,1176,24,150,35.5,92.2,Low
Speech Recognition,BERT-base,NVIDIA A100,eu-west-3,301,21,24.7,15.7,90.4,Low
NLP,ViT-Base,NVIDIA V100,eu-west-1,669,7,18.6,5.9,81.2,Medium
Speech Recognition,BERT-large,NVIDIA V100,us-east-1,2314,19,116.1,65,80.3,Medium
Computer Vision,GPT-3.5,NVIDIA RTX 4090,ap-southeast-1,2175,30,150,65,87.7,Low
Recommendation,ResNet-50,NVIDIA A100,us-west-2,1927,5,43.9,13.2,85.9,Low
Speech Recognition,BERT-large,NVIDIA A100,ap-southeast-1,1765,19,150,65,90.8,Low
Recommendation,BERT-large,NVIDIA V100,ap-southeast-1,247,35,36.7,12.9,78.9,Medium
Speech Recognition,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,2501,6,109.7,29.5,82.6,Medium
Recommendation,ResNet-101,NVIDIA V100,us-west-2,1561,19,150,56.4,79.8,Medium
Speech Recognition,BERT-large,NVIDIA RTX 4090,ap-southeast-1,1299,7,76,12.4,87.6,Low
Speech Recognition,ViT-Base,NVIDIA RTX 4090,us-west-2,2351,35,150,65,92.4,Low
Speech Recognition,BERT-base,CPU,ap-southeast-1,1633,12,20.7,62.5,65,High
Computer Vision,BERT-base,TPU v4,ap-southeast-1,2034,24,150,32,92,Low
Computer Vision,BERT-large,NVIDIA A100,us-east-1,835,20,150,14.4,91.1,Low
Computer Vision,ResNet-101,NVIDIA A100,us-east-1,2466,22,150,63.9,86,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,975,27,150,65,78.2,Medium
Computer Vision,BERT-large,NVIDIA RTX 4090,us-east-1,2876,24,150,65,92.2,Low
Recommendation,ResNet-50,NVIDIA V100,ap-southeast-1,1201,33,150,47.9,81.3,Medium
Speech Recognition,BERT-large,NVIDIA A100,eu-west-3,1676,28,150,65,94.1,Low
NLP,ResNet-50,NVIDIA A100,eu-west-3,2211,9,90.4,33.4,97,Low
Recommendation,ResNet-101,CPU,us-east-1,163,24,7.5,11,65,High
Recommendation,BERT-base,CPU,eu-west-3,1739,14,21.1,63.1,68.5,High
Recommendation,BERT-large,NVIDIA V100,eu-west-3,2763,25,150,65,91.2,Low
Recommendation,BERT-large,NVIDIA RTX 4090,us-east-1,2056,32,150,51,83.5,Medium
Speech Recognition,BERT-base,NVIDIA V100,eu-west-1,1893,30,150,42.3,87.3,Low
NLP,GPT-3.5,TPU v4,us-east-1,1391,8,120.7,17.7,97,Low
NLP,BERT-base,NVIDIA V100,ap-southeast-1,1386,15,132.8,52.9,91.7,Low
Recommendation,BERT-base,TPU v4,us-west-2,659,23,150,17.8,81.2,Medium
Speech Recognition,BERT-large,NVIDIA V100,ap-southeast-1,2871,24,150,65,83.3,Medium
Computer Vision,GPT-3.5,NVIDIA V100,eu-west-3,628,9,28,14.2,83.1,Medium
Recommendation,ResNet-101,NVIDIA RTX 4090,eu-west-1,2365,10,150,27,75.1,Medium
NLP,BERT-base,CPU,us-east-1,443,16,13.1,42.3,68.1,High
NLP,BERT-large,NVIDIA V100,eu-west-1,2299,27,150,65,92.1,Low
Computer Vision,BERT-base,NVIDIA A100,eu-west-1,1443,17,150,46.7,96.2,Low
Recommendation,GPT-3.5,NVIDIA V100,ap-southeast-1,846,7,14.3,5.7,93.7,Low
Recommendation,ResNet-50,NVIDIA RTX 4090,us-east-1,2294,7,150,23.7,90.9,Low
Recommendation,ViT-Base,NVIDIA RTX 4090,ap-southeast-1,594,12,52,20.5,90.2,Low
